"ID","Type","Name","Documentation","Source","Target","Specialization"
"id-c7974a8155b149aeae954d5ee2f82641","TriggeringRelationship","","","id-6e2a59b25c12433c9f19542bccf5fbac","id-90a6bfb1624042f4aef4e985d7a212e8",""
"id-c8a34787080d49fca2e083afb5315c49","TriggeringRelationship","","","id-d3ea56b4f4ac4e18aebee31986e32e8d","id-264ebabea01b4c43a39d0cc74c2078df",""
"id-924cb24006c349a68e320e4ce4c8f11a","TriggeringRelationship","","","id-ad5d54f9b1ad4f89b3500553564db841","id-e7377358127346fba687bb153e430b66",""
"id-11fe29be38384b46846ece5290742adf","TriggeringRelationship","","","id-08f4a2d4d1ee42cfa23fc3ee7b0b1d7c","id-de69332711724f8d8f027f16e0c269d0",""
"id-dcbf6b18f6864076a5bf40c031ae1fb0","TriggeringRelationship","","","id-de69332711724f8d8f027f16e0c269d0","id-848262930a064a3bb099266c7f11f758",""
"id-8532ddd816d347d7ae09d503dc1f214b","TriggeringRelationship","","","id-848262930a064a3bb099266c7f11f758","id-e7a26d3ffdac45099d92458ab21bfd11",""
"id-a67865a9261d4b7a95173b59db78740c","TriggeringRelationship","","","id-e7a26d3ffdac45099d92458ab21bfd11","id-192247a418b14ba989d299a6a2382c4f",""
"id-1091c592ce934a759d9c558937d98847","TriggeringRelationship","","","id-848262930a064a3bb099266c7f11f758","id-43b7ad2377f04646af5040df11f6c669",""
"id-3978b54b233b430d9083fabb5083b1dc","TriggeringRelationship","","","id-43b7ad2377f04646af5040df11f6c669","id-b2624c41d6924943b61c3e0b6baef5d8",""
"id-9ff96ab2e0cd44158237a00bc655ed9f","TriggeringRelationship","","","id-e8fa709aaeb042218f902236943cb474","id-bfa702303898442395e87b406db3f5d9",""
"id-1252a24fd22644b8b20c939c3e7f6e3a","TriggeringRelationship","","","id-b2624c41d6924943b61c3e0b6baef5d8","id-e8fa709aaeb042218f902236943cb474",""
"id-bac6d7d4089b4e1fb078ca765d945986","TriggeringRelationship","","","id-e8fa709aaeb042218f902236943cb474","id-848262930a064a3bb099266c7f11f758",""
"id-b3c40ad1223649e2b0ca8780ef8d030a","TriggeringRelationship","","","id-192247a418b14ba989d299a6a2382c4f","id-a68824df26e54b41b452a8f246875713",""
"id-ddd59067aaf245c99fca078840157c56","TriggeringRelationship","","","id-a68824df26e54b41b452a8f246875713","id-848262930a064a3bb099266c7f11f758",""
"id-234bb41a9a904054906115417a78a68f","TriggeringRelationship","","","id-b7cf868651a847449bacb0980d69eaa7","id-08f4a2d4d1ee42cfa23fc3ee7b0b1d7c",""
"id-5835da67789d4bfa8aa7f56cb63e0513","TriggeringRelationship","","","id-0cfddffea87644dfb0225e63cb36716f","id-0616038454624517b8397227db1cb907",""
"id-eb8a305738814052aaa852e1e750d640","TriggeringRelationship","","","id-0616038454624517b8397227db1cb907","id-83ff45571b784bb1b469a88d36af1af0",""
"id-a4004401bc3a456a80f0d8b10513eeb7","TriggeringRelationship","","","id-83ff45571b784bb1b469a88d36af1af0","id-dd1d1015a23144eb888f2e1774f543c4",""
"id-b6ec3659a7984a2893f85c9bb659af13","TriggeringRelationship","","","id-dd1d1015a23144eb888f2e1774f543c4","id-cc0557493a044148b11e8a264db74c21",""
"id-d31116c26ffb4e01aa5d9c7cc6ee4bb0","TriggeringRelationship","","","id-cc0557493a044148b11e8a264db74c21","id-6e4a1bf102e74053a1f0594ff1e6177f",""
"id-c83f3695a94049f192350c8c63794bcd","TriggeringRelationship","","","id-6e4a1bf102e74053a1f0594ff1e6177f","id-cc8d8338a64d4448aa5d85771722d377",""
"id-ae2f5b7e164149e39fbe5eb1dd51db1a","TriggeringRelationship","","","id-cc8d8338a64d4448aa5d85771722d377","id-194046801f8042a18ca88d7d9f84edc9",""
"id-3f4efca3a3484afaab13d2705109513c","TriggeringRelationship","","","id-05f45b07eb194cb49a37a8535f8a4ff1","id-0cfddffea87644dfb0225e63cb36716f",""
"id-fd1e7bce7cc94b30ba87b0ac173829d0","TriggeringRelationship","","","id-194046801f8042a18ca88d7d9f84edc9","id-7c30a7c47a124b819202fd6fd514f3e3",""
"id-b742b087ace243d886a08e8e1860ce3b","TriggeringRelationship","","","id-194046801f8042a18ca88d7d9f84edc9","id-8f053841ff8c43cebe031adb0b5d5519",""
"id-edfac68b5abb455cbc78f43af3a56ed3","TriggeringRelationship","","","id-8f053841ff8c43cebe031adb0b5d5519","id-6e4a1bf102e74053a1f0594ff1e6177f",""
"id-45f4977d63f14f8daa7a4d76af87e1ea","TriggeringRelationship","","","id-8f053841ff8c43cebe031adb0b5d5519","id-83ff45571b784bb1b469a88d36af1af0",""
"id-f9b54fd73df748dd8d843a45e2173ba0","TriggeringRelationship","","","id-4e1266866b114291ad859fc6857ffa35","id-23d7d424a960438d9c70662ea77b721d",""
"id-198d80e48ace49938c083d9d181f4644","TriggeringRelationship","","","id-23d7d424a960438d9c70662ea77b721d","id-6d740ba809794835b1d61acb06f3e420",""
"id-7d5f6fb1ee954c17ba2dbaf4759dd24d","TriggeringRelationship","","","id-6d740ba809794835b1d61acb06f3e420","id-38ac9f2929024bcea4cef66e3d31389a",""
"id-9e0978206da440459b0857b4d9ea357e","TriggeringRelationship","","","id-38ac9f2929024bcea4cef66e3d31389a","id-67570700b74b4391970f57d18f70797e",""
"id-6417a05e289e4c12b0ceeb6c392e2f51","TriggeringRelationship","","","id-38ac9f2929024bcea4cef66e3d31389a","id-b3bc5c84527e42c19d0fcbbf0d62575f",""
"id-b1672eded03f4ba8ae8bb46881497ed9","TriggeringRelationship","","","id-38ac9f2929024bcea4cef66e3d31389a","id-c6ad7e877a8742cba2d3dd23acc68f73",""
"id-6b0c88e5119b441ab9d7c73f2dd82de8","TriggeringRelationship","","","id-9e07b5a3b9f64fc88a0ac7d21124f299","id-b37b9b57debd4b40a1310542a2b529f7",""
"id-10a1dad8dd084c4eb33ae8798439aeae","TriggeringRelationship","","","id-402c4a2842bb446280638ad1f527fd49","id-9e07b5a3b9f64fc88a0ac7d21124f299",""
"id-0248aec0313d4c6b9fbf5618fa08f320","TriggeringRelationship","","","id-b37b9b57debd4b40a1310542a2b529f7","id-265d821529024534af8ce64666d0b296",""
"id-0a608865001441a493a96d281a3ed6b7","TriggeringRelationship","","","id-265d821529024534af8ce64666d0b296","id-38d5f98b3c4c44e4b611d259b086beda",""
"id-3affd842658948628aa90ddc79edb9a4","TriggeringRelationship","","","id-38d5f98b3c4c44e4b611d259b086beda","id-f1eaee7857414e748b4cf1b68d621499",""
"id-870ef06fd16a4b289b3dc8a972ec91eb","TriggeringRelationship","","","id-f1eaee7857414e748b4cf1b68d621499","id-402c4a2842bb446280638ad1f527fd49",""
"id-ad422c717dba4d89a17ccec368fd4f36","TriggeringRelationship","","","id-af6cd7cfd88648c384ec1da128c29426","id-402c4a2842bb446280638ad1f527fd49",""
"id-e1088103b4594036a71895d616986294","TriggeringRelationship","","","id-f1eaee7857414e748b4cf1b68d621499","id-421ebd1241af49f5a3a853f7e8fd8b98",""
"id-ed42621ace2746b98c06e585cb7f08fd","TriggeringRelationship","","","id-00baa322cab8452ba89133791bd35291","id-a0bf4c26168a45b0b53064e1275c3fe1",""
"id-915070668e094b4db587a0d5fe207185","TriggeringRelationship","","","id-a0bf4c26168a45b0b53064e1275c3fe1","id-0f8304d7fda94ac98cab1f238d67d282",""
"id-5e19e4197ba947e6ae510d3d9744c18b","TriggeringRelationship","","","id-613843ffda614d9aa59851b893c4def9","id-3d021b1b08f84a5a88eb1d8f53889bf1",""
"id-f74d6b8c56f444acb1dc1afe18a6eff7","TriggeringRelationship","","","id-0f8304d7fda94ac98cab1f238d67d282","id-c2ae53c8958440ad96d9b07aedd971b2",""
"id-af3e7ebf39144a68aac1df8cfe1a0ea8","TriggeringRelationship","","","id-ef65f922582c4c59b391fc4658a2290e","id-00baa322cab8452ba89133791bd35291",""
"id-f33cef55b0834c57884f246506ed898a","TriggeringRelationship","","","id-34863ed689ea4194ba2ae850329058b6","id-ef65f922582c4c59b391fc4658a2290e",""
"id-38f93a0b8e0f49819f79d609b9f8264f","TriggeringRelationship","","","id-c2ae53c8958440ad96d9b07aedd971b2","id-613843ffda614d9aa59851b893c4def9",""
"id-8ce6c1cb08fa4daab0ce6f3ccf9d7bdc","TriggeringRelationship","","","id-613843ffda614d9aa59851b893c4def9","id-ef65f922582c4c59b391fc4658a2290e",""
"id-53dd6d3873214cba9859e6aeadfac496","TriggeringRelationship","","","id-98edab6840a14b0fac001e2fe34248ab","id-7231b97cb77041938470361b0436f4fc",""
"id-76e2b221c54743b9b42a27230117c62a","TriggeringRelationship","","","id-4c154b7b2f9d4891bf33117dcff82ea5","id-1b18df6b2f874cc48afc6647ab6209c1",""
"id-3c14d4a010ff4efb902d5597dce7eb66","TriggeringRelationship","","","id-1b18df6b2f874cc48afc6647ab6209c1","id-ff7c65cfcf6445f1b4caf0af08c13d8e",""
"id-53fb71d768d34f539c19d94efcf45de2","TriggeringRelationship","","","id-f42a5d6db3804aa8b892143b7929a7bb","id-efc6dd1bce3043aeb4d9621e08e61d47",""
"id-2f60456306674eb88eb07d8d5f4f3db6","TriggeringRelationship","","","id-500afdd456eb40ceb87cf30af06eddc8","id-f42a5d6db3804aa8b892143b7929a7bb",""
"id-2988edbd102049fd99c19b6327d28bc9","TriggeringRelationship","","","id-98edab6840a14b0fac001e2fe34248ab","id-1b18df6b2f874cc48afc6647ab6209c1",""
"id-5b636c81fbd54c01a1e45744fdeec3e7","TriggeringRelationship","","","id-ff7c65cfcf6445f1b4caf0af08c13d8e","id-500afdd456eb40ceb87cf30af06eddc8",""
"id-9b93e22f6c3141418b4bdfec7cd4340d","TriggeringRelationship","","","id-efc6dd1bce3043aeb4d9621e08e61d47","id-98edab6840a14b0fac001e2fe34248ab",""
"id-3823246e4d934fc2b7e35cb2dac4fb65","TriggeringRelationship","","","id-e185f69493d54a6787509f727d0e30c8","id-4e1266866b114291ad859fc6857ffa35",""
"id-7c68fd6953e94871a7138513c7d7a558","TriggeringRelationship","","","id-c6ad7e877a8742cba2d3dd23acc68f73","id-a6ce6ef7006b48f1a8410548d62724ad",""
"id-b665b7d2bd184b5691eb8934e983e820","TriggeringRelationship","","","id-67570700b74b4391970f57d18f70797e","id-a6ce6ef7006b48f1a8410548d62724ad",""
"id-c9f9adea936f4ce9b03e47131a18de31","TriggeringRelationship","","","id-b3bc5c84527e42c19d0fcbbf0d62575f","id-a6ce6ef7006b48f1a8410548d62724ad",""
"id-d5c530571a944788bde7ea30172cac8b","TriggeringRelationship","","","id-efc6dd1bce3043aeb4d9621e08e61d47","id-5b7b9b9adb8546268134dcea9eddb0c4",""
"id-873ce92d1c4948839dd68148449bc4a0","TriggeringRelationship","","","id-5b7b9b9adb8546268134dcea9eddb0c4","id-98edab6840a14b0fac001e2fe34248ab",""
"id-d4bc44831b8e49988a8cf60559132c6c","TriggeringRelationship","","","id-c2ae53c8958440ad96d9b07aedd971b2","id-f0ecdf3f394d4a6885f8af4feac05e8c",""
"id-6163b2bff84d43238a3fb2b26450b7d7","TriggeringRelationship","","","id-f0ecdf3f394d4a6885f8af4feac05e8c","id-613843ffda614d9aa59851b893c4def9",""
"id-450fe5e618c749ddb500882a661b2442","TriggeringRelationship","","","id-38d5f98b3c4c44e4b611d259b086beda","id-45913efea1114440943f7cc9eb9aaebc",""
"id-6f54b9e7cc3c4d02a73241b7196ae9da","TriggeringRelationship","","","id-45913efea1114440943f7cc9eb9aaebc","id-f1eaee7857414e748b4cf1b68d621499",""
"id-ec4283b953d544a3889838e7fd152fef","TriggeringRelationship","","","id-18a59b2b593d4f9e856328f9fa693bc7","id-baf7d5c5efaa4e77966281f56e1d8c7c",""
"id-6cf4bb572e674a03b58a3a5085f142fb","TriggeringRelationship","","","id-baf7d5c5efaa4e77966281f56e1d8c7c","id-9d3b99eef6dc406d9cd61397186418a6",""
"id-31853cdeb0a941efac68dfd240e71300","TriggeringRelationship","","","id-9d3b99eef6dc406d9cd61397186418a6","id-c2364208118f443599f8e710782ae93b",""
"id-ac58c6501bed49369fb5ed5b54009ac5","TriggeringRelationship","","","id-c2364208118f443599f8e710782ae93b","id-c782e99ee80f44398161f125a7db8969",""
"id-10a8355c55204526867b0aefabaa5b0d","TriggeringRelationship","","","id-c782e99ee80f44398161f125a7db8969","id-6e90f4b451654aa9b3bb9a6a1abbe8d8",""
"id-bb60d32ad47d474192930af4bbb27ed1","TriggeringRelationship","","","id-c782e99ee80f44398161f125a7db8969","id-df6584ee0af34b549a922c433358a849",""
"id-c006a7914b74491ea3f2cfbecbcfedcc","TriggeringRelationship","","","id-df6584ee0af34b549a922c433358a849","id-649109b9f54745539fc31f8a7693471b",""
"id-9ab75b65bc9b4e3fad7f301cdb9d8900","TriggeringRelationship","","","id-649109b9f54745539fc31f8a7693471b","id-baf7d5c5efaa4e77966281f56e1d8c7c",""
"id-4212525dd08d4dad86b12475c56e15c7","TriggeringRelationship","","","id-649109b9f54745539fc31f8a7693471b","id-ec1ecf59cf3a42f59466dff7643577c4",""
"id-a2aa8d01425147f0b44f13daaab69961","TriggeringRelationship","","","id-ec1ecf59cf3a42f59466dff7643577c4","id-eb4139f377d64b4195700e52a475d16d",""
"id-dd637ece8842449bb2ec97e305466595","TriggeringRelationship","","","id-eb4139f377d64b4195700e52a475d16d","id-baf7d5c5efaa4e77966281f56e1d8c7c",""
"id-7a221bbe7e4c4c66997bd86f486ead77","TriggeringRelationship","","","id-eb4139f377d64b4195700e52a475d16d","id-b1a93b0e09f944aebf8dedca23d2ebfc",""
"id-bbb04c6e785249a8bdc2dca1dcf0af0f","TriggeringRelationship","","","id-b1a93b0e09f944aebf8dedca23d2ebfc","id-7309999cf18441ce809d539d5572328a",""
"id-6fdef2f6514c49358fed8cf6ddb45663","TriggeringRelationship","","","id-7309999cf18441ce809d539d5572328a","id-baf7d5c5efaa4e77966281f56e1d8c7c",""
"id-2f56d09a7f4447879324ed1a5556a81c","TriggeringRelationship","","","id-7309999cf18441ce809d539d5572328a","id-6e90f4b451654aa9b3bb9a6a1abbe8d8",""
"id-eb54e47862fa42e58d0c19c96b3dc17a","TriggeringRelationship","","","id-57d73ff4fc7c4f91a1872cf18085f499","id-1467338c28a445439ebc29dda677e99c",""
"id-41cad420c6b241aba9d00ff106799baf","TriggeringRelationship","","","id-1467338c28a445439ebc29dda677e99c","id-66871f72103241c0be9cb445fb3dab3b",""
"id-11e6bae98a114ab5a4707cdf81650f9c","TriggeringRelationship","","","id-66871f72103241c0be9cb445fb3dab3b","id-8ce7bb3b44d2445a88af19e5250ccd87",""
"id-bcc15c1cc195493cb219dd98aa8a21a6","TriggeringRelationship","","","id-8ce7bb3b44d2445a88af19e5250ccd87","id-f1ddf3e4ac2f45c2983b05fab68b36af",""
"id-a15db6dc524a4f878eef61c92d79eb78","TriggeringRelationship","","","id-f1ddf3e4ac2f45c2983b05fab68b36af","id-20fb394cce964eb6a9a7485db8fffd83",""
"id-1e6db98fda3f4840aa8ee4586df4a81a","TriggeringRelationship","","","id-20fb394cce964eb6a9a7485db8fffd83","id-b46ea96c2dc44110942e402e55e4b989",""
"id-376129418cce410d9140ca25607c43d1","TriggeringRelationship","","","id-b46ea96c2dc44110942e402e55e4b989","id-d6ca70b4029e43799176c606fa65be60",""
"id-c7a34a487d48461bacb9d8baaac99552","TriggeringRelationship","","","id-013aa2c3c5af4e1683538daf2ae1bbd2","id-a50d7ae050004d109ae19521cfb10072",""
"id-90de4b7ebb7f4391bd44abe9568e66be","TriggeringRelationship","","","id-728458e6f6094233ae68922b92ebd748","id-f6433d288bec48f0967aea32da9d5cb8",""
"id-60c63c2f79a247bc9bafeda12cac8370","TriggeringRelationship","","","id-2cedd5e9123e472b8004c038f002f04c","id-a35570c023e64516bab1a30a275697cf",""
"id-c903c811e6274dfdb0089e2e523b4f65","TriggeringRelationship","","","id-525e7c1caa9347e29d9ca9542f0a8373","id-324fc6a9375a4965baa0d8675ee45d23",""
"id-6b3c0bae9d3d44acb0316f6563e2a127","TriggeringRelationship","","","id-e8f2048a2ada4b0fa9b29919c0354e04","id-c4c70f89d15d44d1b31faf90df74189d",""
"id-47285550643b429488dd38d2fbde6fbb","TriggeringRelationship","Voe collected","","id-d17c04cb17a645fb93323632e0a1e0e9","id-6e46de7d7c0a4764bdf88140169592ea",""
